Date,NIFTY18NOV10300CE O,NIFTY18NOV10300CE H,NIFTY18NOV10300CE L,NIFTY18NOV10300CE C,NIFTY18NOV10300CE V
11/29/2018 3:29:00 PM,552.95,553.25,552,553.05,3000
11/29/2018 3:28:00 PM,552,552.95,552,552.95,1500
11/29/2018 3:27:00 PM,552,552,551,552,750
11/29/2018 3:26:00 PM,552,552,552,552,975
11/29/2018 3:25:00 PM,552,552,551.9,552,2325
11/29/2018 3:24:00 PM,551.25,552,551.25,552,3900
11/29/2018 3:23:00 PM,552,553.6,551.25,551.25,225
11/29/2018 3:22:00 PM,549,552,548.15,552,1050
11/29/2018 3:21:00 PM,550,550,549,549,225
11/29/2018 3:20:00 PM,550,550,550,550,0
11/29/2018 3:19:00 PM,545,550,545,550,900
11/29/2018 3:18:00 PM,545,545,545,545,2625
11/29/2018 3:17:00 PM,545,545,545,545,3825
11/29/2018 3:16:00 PM,545,546,545,545,2100
11/29/2018 3:15:00 PM,545,545,545,545,6900
11/29/2018 3:14:00 PM,543,545,543,545,2625
11/29/2018 3:13:00 PM,545,545,543,543,900
11/29/2018 3:12:00 PM,545,545,545,545,0
11/29/2018 3:11:00 PM,540,545,540,545,1425
11/29/2018 3:10:00 PM,543,545,543,543,2550
11/29/2018 3:09:00 PM,542,543,541.25,543,600
11/29/2018 3:08:00 PM,542,542,542,542,0
11/29/2018 3:07:00 PM,548.1,549,542,542,4725
11/29/2018 3:06:00 PM,550,550,548.1,548.1,75
11/29/2018 3:05:00 PM,551.1,551.95,549,550,3075
11/29/2018 3:04:00 PM,545.5,551.1,545.5,551.1,5475
11/29/2018 3:03:00 PM,545.5,545.5,545.5,545.5,0
11/29/2018 3:02:00 PM,548.95,548.95,545.5,545.5,150
11/29/2018 3:01:00 PM,554.55,554.55,548.7,548.95,4050
11/29/2018 3:00:00 PM,567,567,554.55,554.55,7575
11/29/2018 2:59:00 PM,564.6,567,564,567,7500
11/29/2018 2:58:00 PM,566.75,566.75,564.6,564.6,1350
11/29/2018 2:57:00 PM,563.9,566.75,563.9,566.75,1350
11/29/2018 2:56:00 PM,564,564,562.9,563.75,150
11/29/2018 2:55:00 PM,564.4,564.4,562.4,564,150
11/29/2018 2:54:00 PM,561.05,564.4,561.05,564.4,75
11/29/2018 2:53:00 PM,560.1,561.05,560.1,561.05,75
11/29/2018 2:52:00 PM,564.9,565.7,559.7,560.1,1875
11/29/2018 2:51:00 PM,560.9,566,560.9,564.9,5625
11/29/2018 2:50:00 PM,556.9,560,556.9,560,8850
11/29/2018 2:49:00 PM,557.4,559.2,556.3,557.6,525
11/29/2018 2:48:00 PM,556.5,557.4,556,557.4,150
11/29/2018 2:47:00 PM,557.6,557.6,555.35,556.5,1200
11/29/2018 2:46:00 PM,557.6,558.1,557.6,557.6,150
11/29/2018 2:45:00 PM,557.6,557.6,557.6,557.6,0
11/29/2018 2:44:00 PM,557.9,559.95,556,557.6,450
11/29/2018 2:43:00 PM,557,558.35,557,557.9,300
11/29/2018 2:42:00 PM,558.45,558.6,557,557,675
11/29/2018 2:41:00 PM,559.5,559.5,558.45,558.45,225
11/29/2018 2:40:00 PM,562,562,559.5,559.5,150
11/29/2018 2:39:00 PM,562,562,562,562,0
11/29/2018 2:38:00 PM,562,562,562,562,75
11/29/2018 2:37:00 PM,554,560,554,560,75
11/29/2018 2:36:00 PM,554,554,554,554,0
11/29/2018 2:35:00 PM,560.8,560.8,554,554,75
11/29/2018 2:34:00 PM,564,564,560.8,560.8,75
11/29/2018 2:33:00 PM,564,564,564,564,0
11/29/2018 2:32:00 PM,564,564,564,564,525
11/29/2018 2:31:00 PM,561.2,561.2,561.2,561.2,75
11/29/2018 2:30:00 PM,565,565,563.95,565,450
11/29/2018 2:29:00 PM,561.5,565,561.5,565,4725
11/29/2018 2:28:00 PM,560.5,561.5,560.5,561.5,1050
11/29/2018 2:27:00 PM,559.85,561,557.5,560.5,2700
11/29/2018 2:26:00 PM,563,563,558.35,559.85,1275
11/29/2018 2:25:00 PM,566.85,566.85,562.5,563,825
11/29/2018 2:24:00 PM,570,570,566.85,566.85,75
11/29/2018 2:23:00 PM,565,570,565,570,7950
11/29/2018 2:22:00 PM,566.35,569.55,565,565,2850
11/29/2018 2:21:00 PM,573,573.25,566.35,566.35,2175
11/29/2018 2:20:00 PM,568.05,573.4,566.8,573,13050
11/29/2018 2:19:00 PM,566.6,568.75,566.35,568.05,1950
11/29/2018 2:18:00 PM,570,572.75,566,566.6,5925
11/29/2018 2:17:00 PM,571.95,571.95,568.1,570,16275
11/29/2018 2:16:00 PM,566.3,571.95,566.15,571.95,11850
11/29/2018 2:15:00 PM,570.05,570.05,565.45,565.45,18450
11/29/2018 2:14:00 PM,573.3,574.15,570,570.05,11175
11/29/2018 2:13:00 PM,564.85,576.7,561.65,573.3,6675
11/29/2018 2:12:00 PM,556.8,563,555.1,561.85,10575
11/29/2018 2:11:00 PM,555,556.8,553.85,556.8,450
11/29/2018 2:10:00 PM,555.55,555.75,551.45,555,750
11/29/2018 2:09:00 PM,553.85,555.55,550.3,555.55,3225
11/29/2018 2:08:00 PM,551.6,553.3,548.95,550.8,1425
11/29/2018 2:07:00 PM,553.35,554.9,549.5,551.6,3975
11/29/2018 2:06:00 PM,555,555,553.15,554,1275
11/29/2018 2:05:00 PM,555.05,555.95,553.1,555,600
11/29/2018 2:04:00 PM,558.8,559.45,555.5,555.95,825
11/29/2018 2:03:00 PM,548.6,563.35,548.6,561.6,3300
11/29/2018 2:02:00 PM,547.85,548.6,547.85,548.6,150
11/29/2018 2:01:00 PM,538,551.8,538,547.85,2550
11/29/2018 2:00:00 PM,533.15,538,533.15,538,600
11/29/2018 1:59:00 PM,533.15,533.15,533.15,533.15,0
11/29/2018 1:58:00 PM,530,533.15,530,533.15,4500
11/29/2018 1:57:00 PM,526.1,530,526.1,530,1275
11/29/2018 1:56:00 PM,527.15,529.8,526.1,526.1,375
11/29/2018 1:55:00 PM,526.4,527.15,526.4,527.15,150
11/29/2018 1:54:00 PM,530.6,531.3,526.4,526.4,225
11/29/2018 1:53:00 PM,528,530.6,528,530.6,75
11/29/2018 1:52:00 PM,529,529,528,528,150
11/29/2018 1:51:00 PM,533.05,533.05,529,529,1125
11/29/2018 1:50:00 PM,532.7,533.05,530,533.05,1875
11/29/2018 1:49:00 PM,524.8,532.7,524.8,532.7,150
11/29/2018 1:48:00 PM,524.8,524.8,524.8,524.8,0
11/29/2018 1:47:00 PM,527.45,529.65,524.8,524.8,750
11/29/2018 1:46:00 PM,527.2,527.45,527.2,527.45,75
11/29/2018 1:45:00 PM,523,527.2,523,527.2,2100
11/29/2018 1:44:00 PM,522.95,523,522,523,975
11/29/2018 1:43:00 PM,522.95,522.95,522.95,522.95,0
11/29/2018 1:42:00 PM,519.65,522.95,519.65,522.95,225
11/29/2018 1:41:00 PM,517.95,520,517.95,519.65,300
11/29/2018 1:40:00 PM,521.55,521.55,517.95,517.95,525
11/29/2018 1:39:00 PM,518.8,522,518.8,521.55,2475
11/29/2018 1:38:00 PM,523.6,523.6,516.65,519,525
11/29/2018 1:37:00 PM,523,524.5,522.95,523.6,300
11/29/2018 1:36:00 PM,527,527,521.85,523,900
11/29/2018 1:35:00 PM,524.6,527,524.6,527,825
11/29/2018 1:34:00 PM,528.1,528.1,524.6,524.6,1500
11/29/2018 1:33:00 PM,530,530,526.85,528.1,150
11/29/2018 1:32:00 PM,525,530,525,530,825
11/29/2018 1:31:00 PM,524.7,528.1,524.7,528.1,225
11/29/2018 1:30:00 PM,521.6,524.7,521.6,524.7,1500
11/29/2018 1:29:00 PM,522.9,522.9,521.1,521.6,225
11/29/2018 1:28:00 PM,523.8,525,522.9,522.9,750
11/29/2018 1:27:00 PM,522.8,523.8,521.05,523.8,1050
11/29/2018 1:26:00 PM,527.4,527.4,522.8,522.8,900
11/29/2018 1:25:00 PM,531,531,526.9,527.4,450
11/29/2018 1:24:00 PM,532.45,532.45,529.25,531,525
11/29/2018 1:23:00 PM,528.25,536,528.25,532.45,2775
11/29/2018 1:22:00 PM,528.9,530,527.1,528.25,750
11/29/2018 1:21:00 PM,530,530,527.7,528.9,525
11/29/2018 1:20:00 PM,525,530,524,530,450
11/29/2018 1:19:00 PM,527.05,527.05,523.65,525,450
11/29/2018 1:18:00 PM,527.05,527.05,527.05,527.05,0
11/29/2018 1:17:00 PM,528.45,528.5,526.5,527.05,1575
11/29/2018 1:16:00 PM,529.25,530.4,529.2,529.2,450
11/29/2018 1:15:00 PM,530.3,530.3,529.05,529.25,750
11/29/2018 1:14:00 PM,529.2,530.3,528.05,530.3,450
11/29/2018 1:13:00 PM,529.85,532.8,529.2,529.2,300
11/29/2018 1:12:00 PM,529.55,531,529.55,529.85,225
11/29/2018 1:11:00 PM,529.55,529.55,529.55,529.55,0
11/29/2018 1:10:00 PM,525.4,530,525.4,529.55,1275
11/29/2018 1:09:00 PM,525,529.85,525,525.4,825
11/29/2018 1:08:00 PM,521.7,525,521.7,525,525
11/29/2018 1:07:00 PM,520,523.45,519.65,521.7,675
11/29/2018 1:06:00 PM,522.75,522.75,520,520,225
11/29/2018 1:05:00 PM,522.75,522.75,522.75,522.75,0
11/29/2018 1:04:00 PM,521,522.75,521,522.75,150
11/29/2018 1:03:00 PM,524,524,521,521,75
11/29/2018 1:02:00 PM,523.05,524,523.05,524,75
11/29/2018 1:01:00 PM,523.05,523.05,523.05,523.05,75
11/29/2018 1:00:00 PM,527.4,528.05,522.8,522.8,375
11/29/2018 12:59:00 PM,524,532.9,522.65,527.4,2850
11/29/2018 12:58:00 PM,518.05,524.35,518.05,524.35,450
11/29/2018 12:57:00 PM,519.75,519.75,516.55,518.05,600
11/29/2018 12:56:00 PM,520.15,520.15,516.55,519.75,375
11/29/2018 12:55:00 PM,521.9,521.9,520.15,520.15,75
11/29/2018 12:54:00 PM,520,521.9,520,521.9,75
11/29/2018 12:53:00 PM,518.8,520,518.8,520,300
11/29/2018 12:52:00 PM,517.85,518.8,517.85,518.8,375
11/29/2018 12:51:00 PM,517.8,517.85,517.8,517.85,75
11/29/2018 12:50:00 PM,517.9,517.9,517.8,517.8,75
11/29/2018 12:49:00 PM,517.9,517.9,517.9,517.9,0
11/29/2018 12:48:00 PM,518.75,518.75,516.6,517.9,750
11/29/2018 12:47:00 PM,520.7,520.7,518.75,518.75,300
11/29/2018 12:46:00 PM,514.95,520.7,514.95,520.7,825
11/29/2018 12:45:00 PM,514.95,514.95,514.95,514.95,0
11/29/2018 12:44:00 PM,519.5,519.5,514.95,514.95,525
11/29/2018 12:43:00 PM,517,519.5,517,519.5,2025
11/29/2018 12:42:00 PM,515,517,515,517,1050
11/29/2018 12:41:00 PM,515.95,515.95,515,515,750
11/29/2018 12:40:00 PM,511,515.95,511,515.95,1050
11/29/2018 12:39:00 PM,510,510,510,510,0
11/29/2018 12:38:00 PM,511.15,511.15,510,510,375
11/29/2018 12:37:00 PM,508,511.15,508,511.15,4125
11/29/2018 12:36:00 PM,507.2,508,506.5,508,3675
11/29/2018 12:35:00 PM,507.35,507.35,507.2,507.2,1200
11/29/2018 12:34:00 PM,502.35,507.35,502.35,507.35,225
11/29/2018 12:33:00 PM,505.75,506.7,502.35,502.35,975
11/29/2018 12:32:00 PM,514,514,507.5,507.5,750
11/29/2018 12:31:00 PM,514.25,514.25,514,514,75
11/29/2018 12:30:00 PM,516,516,514.25,514.25,600
11/29/2018 12:29:00 PM,514.95,516,514.95,516,1050
11/29/2018 12:28:00 PM,516.6,517,514.95,514.95,1500
11/29/2018 12:27:00 PM,516,516.6,514.35,516.6,1200
11/29/2018 12:26:00 PM,517.3,517.3,516,516,975
11/29/2018 12:25:00 PM,519,519,517.3,517.3,600
11/29/2018 12:24:00 PM,517.75,519,517.75,519,525
11/29/2018 12:23:00 PM,519.1,519.5,517.75,517.75,225
11/29/2018 12:22:00 PM,519.2,519.2,518.25,519.1,225
11/29/2018 12:21:00 PM,519.15,519.95,518.85,519.2,1425
11/29/2018 12:20:00 PM,517.25,519.15,517.25,519.15,825
11/29/2018 12:19:00 PM,514.5,517.25,514.5,517.25,3150
11/29/2018 12:18:00 PM,515,515,514.5,514.5,3150
11/29/2018 12:17:00 PM,515,515,515,515,75
11/29/2018 12:16:00 PM,514,515,514,515,1125
11/29/2018 12:15:00 PM,514,515,514,514,375
11/29/2018 12:14:00 PM,513.55,514,513.55,514,7500
11/29/2018 12:13:00 PM,513,513.55,513,513.55,75
11/29/2018 12:12:00 PM,513,513.95,512.85,513,300
11/29/2018 12:11:00 PM,512,513,512,513,825
11/29/2018 12:10:00 PM,511.85,512.7,511.85,512.7,75
11/29/2018 12:09:00 PM,511.85,511.85,511.85,511.85,0
11/29/2018 12:08:00 PM,512.9,512.9,511.85,511.85,525
11/29/2018 12:07:00 PM,513.25,513.45,512.9,512.9,225
11/29/2018 12:06:00 PM,512.95,514.45,512.8,513.25,300
11/29/2018 12:05:00 PM,513,513,512,512.95,3900
11/29/2018 12:04:00 PM,513,513.9,512.9,513.9,3450
11/29/2018 12:03:00 PM,512.9,513,512.9,513,450
11/29/2018 12:02:00 PM,512.9,512.9,512.9,512.9,0
11/29/2018 12:01:00 PM,512.05,512.9,511,512.9,900
11/29/2018 12:00:00 PM,514.55,515.05,512.05,512.05,1200
11/29/2018 11:59:00 AM,515.8,516.5,514.55,514.55,675
11/29/2018 11:58:00 AM,514.65,516.5,514.4,515.8,3450
11/29/2018 11:57:00 AM,515.6,516,514.6,514.65,2175
11/29/2018 11:56:00 AM,515.6,516,515.6,515.6,1125
11/29/2018 11:55:00 AM,515,516,515,516,3525
11/29/2018 11:54:00 AM,516.55,517,514.75,515,3750
11/29/2018 11:53:00 AM,517,517,515,517,4350
11/29/2018 11:52:00 AM,513,518,513,518,75
11/29/2018 11:51:00 AM,513,513,513,513,0
11/29/2018 11:50:00 AM,513,513,513,513,0
11/29/2018 11:49:00 AM,513,513,513,513,0
11/29/2018 11:48:00 AM,516,516,513,513,1950
11/29/2018 11:47:00 AM,517,517.6,516,516,3150
11/29/2018 11:46:00 AM,516,517,516,517,75
11/29/2018 11:45:00 AM,515,516,515,516,525
11/29/2018 11:44:00 AM,520.4,520.4,518.6,518.6,450
11/29/2018 11:43:00 AM,516.05,520.4,516.05,520.4,225
11/29/2018 11:42:00 AM,517.75,517.75,516.05,516.05,750
11/29/2018 11:41:00 AM,515,517.75,515,517.75,225
11/29/2018 11:40:00 AM,518.25,518.25,515,515,525
11/29/2018 11:39:00 AM,520.65,520.65,518.25,518.25,150
11/29/2018 11:38:00 AM,519.6,521.3,519.6,520.65,450
11/29/2018 11:37:00 AM,522,522,519.6,519.6,75
11/29/2018 11:36:00 AM,522,522,522,522,0
11/29/2018 11:35:00 AM,523,523,522,522,75
11/29/2018 11:34:00 AM,523,523,523,523,0
11/29/2018 11:33:00 AM,523,523,523,523,0
11/29/2018 11:32:00 AM,523,523,523,523,0
11/29/2018 11:31:00 AM,523.9,523.9,522.55,523,150
11/29/2018 11:30:00 AM,521.7,524,521.7,523.9,1050
11/29/2018 11:29:00 AM,520,521.7,520,521.7,225
11/29/2018 11:28:00 AM,518.5,520,518.5,520,75
11/29/2018 11:27:00 AM,521,521,518.5,518.5,300
11/29/2018 11:26:00 AM,520.25,521,520.25,521,375
11/29/2018 11:25:00 AM,524.1,524.1,520.25,520.25,1050
11/29/2018 11:24:00 AM,516,527,516,524.1,825
11/29/2018 11:23:00 AM,516,516,516,516,0
11/29/2018 11:22:00 AM,513.35,516,513.35,516,450
11/29/2018 11:21:00 AM,513.35,513.35,513.35,513.35,0
11/29/2018 11:20:00 AM,511.1,513.35,511.1,513.35,75
11/29/2018 11:19:00 AM,511.55,511.55,511.1,511.1,1125
11/29/2018 11:18:00 AM,510,511.55,510,511.55,75
11/29/2018 11:17:00 AM,508.2,510,508.2,510,450
11/29/2018 11:16:00 AM,505,508.2,505,508.2,225
11/29/2018 11:15:00 AM,505,505,505,505,150
11/29/2018 11:14:00 AM,503.65,505,503.65,505,450
11/29/2018 11:13:00 AM,503.4,503.95,503.4,503.65,150
11/29/2018 11:12:00 AM,506.55,506.55,503.4,503.4,150
11/29/2018 11:11:00 AM,505,506.55,505,506.55,525
11/29/2018 11:10:00 AM,505,505,505,505,1050
11/29/2018 11:09:00 AM,507.65,507.65,505,505,300
11/29/2018 11:08:00 AM,508.25,508.25,506,507.65,150
11/29/2018 11:07:00 AM,508.65,508.65,507.1,508.25,375
11/29/2018 11:06:00 AM,508.85,508.85,508.05,508.65,225
11/29/2018 11:05:00 AM,509,509,508.85,508.85,75
11/29/2018 11:04:00 AM,509.2,509.2,508.8,509,1350
11/29/2018 11:03:00 AM,508.85,509.65,508.6,509.2,1125
11/29/2018 11:02:00 AM,506.5,508.85,506.5,508.85,450
11/29/2018 11:01:00 AM,508.4,508.4,506.5,506.5,150
11/29/2018 11:00:00 AM,513,513,508.4,508.4,150
11/29/2018 10:59:00 AM,513,513,513,513,0
11/29/2018 10:58:00 AM,514,514,513,513,375
11/29/2018 10:57:00 AM,511.9,511.9,511.9,511.9,0
11/29/2018 10:56:00 AM,513,513,511.9,511.9,525
11/29/2018 10:55:00 AM,511,513,511,513,75
11/29/2018 10:54:00 AM,514.05,514.05,511,511,450
11/29/2018 10:53:00 AM,515.2,515.2,513.45,514.05,900
11/29/2018 10:52:00 AM,515,515.2,514.5,515.2,750
11/29/2018 10:51:00 AM,516,516,515,515,75
11/29/2018 10:50:00 AM,515.1,516,515.1,516,450
11/29/2018 10:49:00 AM,519.7,519.7,515.1,515.1,600
11/29/2018 10:48:00 AM,519.7,519.7,519.7,519.7,0
11/29/2018 10:47:00 AM,521,521,519.7,519.7,300
11/29/2018 10:46:00 AM,515.1,521,515.1,521,1725
11/29/2018 10:45:00 AM,514,516,514,515.1,450
11/29/2018 10:44:00 AM,512.85,514,511.5,514,750
11/29/2018 10:43:00 AM,511.25,512.85,511.25,512.85,1275
11/29/2018 10:42:00 AM,511.45,512,510.5,511.25,1275
11/29/2018 10:41:00 AM,511,511.85,511,511.45,450
11/29/2018 10:40:00 AM,507.85,511.4,507.55,511,750
11/29/2018 10:39:00 AM,507,509.25,507,507.85,600
11/29/2018 10:38:00 AM,506,507,506,507,1500
